"","Date","Frequency"
"3305","2015-02-03",10
"3306","2015-02-04",4
"3307","2015-02-05",11
"3308","2015-02-06",13
"3309","2015-02-07",10
"3310","2015-02-08",7
"3311","2015-02-09",2
"3312","2015-02-10",6
"3313","2015-02-11",9
"3314","2015-02-12",9
"3315","2015-02-13",5
"3316","2015-02-14",7
"3317","2015-02-15",13
"3318","2015-02-16",1
"3319","2015-02-17",9
"3320","2015-02-18",8
"3321","2015-02-19",3
"3322","2015-02-20",4
"3323","2015-02-21",9
"3324","2015-02-22",7
"3325","2015-02-23",12
"3326","2015-02-24",10
"3327","2015-02-25",6
"3328","2015-02-26",5
"3329","2015-02-27",3
"3330","2015-02-28",5
"3331","2015-03-01",7
"3332","2015-03-02",2
"3333","2015-03-03",5
"3334","2015-03-04",5
"3335","2015-03-05",7
"3336","2015-03-06",12
"3337","2015-03-07",11
"3338","2015-03-08",14
"3339","2015-03-09",10
"3340","2015-03-10",5
"3341","2015-03-11",9
"3342","2015-03-12",20
"3343","2015-03-13",10
"3344","2015-03-14",13
"3345","2015-03-15",13
"3346","2015-03-16",12
"3347","2015-03-17",11
"3348","2015-03-18",8
"3349","2015-03-19",8
"3350","2015-03-20",10
"3351","2015-03-21",13
"3352","2015-03-22",5
"3353","2015-03-23",7
"3354","2015-03-24",7
"3355","2015-03-25",8
"3356","2015-03-26",5
"3357","2015-03-27",13
"3358","2015-03-28",10
"3359","2015-03-29",8
"3360","2015-03-30",7
"3361","2015-03-31",9
"3362","2015-04-01",15
"3363","2015-04-02",7
"3364","2015-04-03",9
"3365","2015-04-04",11
"3366","2015-04-05",9
"3367","2015-04-06",6
"3368","2015-04-07",6
"3369","2015-04-08",6
"3370","2015-04-09",1
"3371","2015-04-10",8
"3372","2015-04-11",17
"3373","2015-04-12",18
"3374","2015-04-13",4
"3375","2015-04-14",8
"3376","2015-04-15",11
"3377","2015-04-16",9
"3378","2015-04-17",10
"3379","2015-04-18",14
"3380","2015-04-19",9
"3381","2015-04-20",4
"3382","2015-04-21",5
"3383","2015-04-22",14
"3384","2015-04-23",9
"3385","2015-04-24",11
"3386","2015-04-25",8
"3387","2015-04-26",10
"3388","2015-04-27",3
"3389","2015-04-28",8
"3390","2015-04-29",2
"3391","2015-04-30",4
"3392","2015-05-01",20
"3393","2015-05-02",8
"3394","2015-05-03",10
"3395","2015-05-04",2
"3396","2015-05-05",6
"3397","2015-05-06",11
"3398","2015-05-07",9
"3399","2015-05-08",13
"3400","2015-05-09",11
"3401","2015-05-10",10
"3402","2015-05-11",4
"3403","2015-05-12",5
"3404","2015-05-13",9
"3405","2015-05-14",2
"3406","2015-05-15",5
"3407","2015-05-16",5
"3408","2015-05-17",12
"3409","2015-05-18",6
"3410","2015-05-19",9
"3411","2015-05-20",6
"3412","2015-05-21",6
"3413","2015-05-22",9
"3414","2015-05-23",15
"3415","2015-05-24",16
"3416","2015-05-25",6
"3417","2015-05-26",6
"3418","2015-05-27",6
"3419","2015-05-28",9
"3420","2015-05-29",9
"3421","2015-05-30",20
"3422","2015-05-31",3
"3423","2015-06-01",7
"3424","2015-06-02",8
"3425","2015-06-03",6
"3426","2015-06-04",10
"3427","2015-06-05",11
"3428","2015-06-06",12
"3429","2015-06-07",10
"3430","2015-06-08",10
"3431","2015-06-09",7
"3432","2015-06-10",7
"3433","2015-06-11",9
"3434","2015-06-12",9
"3435","2015-06-13",15
"3436","2015-06-14",10
"3437","2015-06-15",6
"3438","2015-06-16",7
"3439","2015-06-17",7
"3440","2015-06-18",10
"3441","2015-06-19",14
"3442","2015-06-20",9
"3443","2015-06-21",11
"3444","2015-06-22",13
"3445","2015-06-23",10
"3446","2015-06-24",5
"3447","2015-06-25",8
"3448","2015-06-26",10
"3449","2015-06-27",8
"3450","2015-06-28",8
"3451","2015-06-29",15
"3452","2015-06-30",6
"3453","2015-07-01",14
"3454","2015-07-02",13
"3455","2015-07-03",20
"3456","2015-07-04",115
"3457","2015-07-05",10
"3458","2015-07-06",2
"3459","2015-07-07",4
"3460","2015-07-08",5
"3461","2015-07-09",7
"3462","2015-07-10",10
"3463","2015-07-11",24
"3464","2015-07-12",15
"3465","2015-07-13",7
"3466","2015-07-14",11
"3467","2015-07-15",8
"3468","2015-07-16",11
"3469","2015-07-17",14
"3470","2015-07-18",10
"3471","2015-07-19",5
"3472","2015-07-20",11
"3473","2015-07-21",9
"3474","2015-07-22",17
"3475","2015-07-23",7
"3476","2015-07-24",15
"3477","2015-07-25",10
"3478","2015-07-26",7
"3479","2015-07-27",10
"3480","2015-07-28",5
"3481","2015-07-29",10
"3482","2015-07-30",11
"3483","2015-07-31",31
"3484","2015-08-01",19
"3485","2015-08-02",13
"3486","2015-08-03",16
"3487","2015-08-04",11
"3488","2015-08-05",19
"3489","2015-08-06",10
"3490","2015-08-07",12
"3491","2015-08-08",19
"3492","2015-08-09",14
"3493","2015-08-10",7
"3494","2015-08-11",10
"3495","2015-08-12",13
"3496","2015-08-13",17
"3497","2015-08-14",9
"3498","2015-08-15",24
"3499","2015-08-16",7
"3500","2015-08-17",10
"3501","2015-08-18",9
"3502","2015-08-19",11
"3503","2015-08-20",8
"3504","2015-08-21",11
"3505","2015-08-22",18
"3506","2015-08-23",11
"3507","2015-08-24",7
"3508","2015-08-25",14
"3509","2015-08-26",9
"3510","2015-08-27",9
"3511","2015-08-28",10
"3512","2015-08-29",17
"3513","2015-08-30",6
"3514","2015-08-31",6
"3515","2015-09-01",6
"3516","2015-09-02",9
"3517","2015-09-03",4
"3518","2015-09-04",10
"3519","2015-09-05",24
"3520","2015-09-06",24
"3521","2015-09-07",10
"3522","2015-09-08",16
"3523","2015-09-09",12
"3524","2015-09-10",9
"3525","2015-09-11",12
"3526","2015-09-12",19
"3527","2015-09-13",16
"3528","2015-09-14",15
"3529","2015-09-15",12
"3530","2015-09-16",9
"3531","2015-09-17",21
"3532","2015-09-18",15
"3533","2015-09-19",20
"3534","2015-09-20",11
"3535","2015-09-21",8
"3536","2015-09-22",11
"3537","2015-09-23",16
"3538","2015-09-24",16
"3539","2015-09-25",11
"3540","2015-09-26",15
"3541","2015-09-27",47
"3542","2015-09-28",12
"3543","2015-09-29",7
"3544","2015-09-30",11
"3545","2015-10-01",6
"3546","2015-10-02",10
"3547","2015-10-03",10
"3548","2015-10-04",11
"3549","2015-10-05",10
"3550","2015-10-06",8
"3551","2015-10-07",4
"3552","2015-10-08",13
"3553","2015-10-09",14
"3554","2015-10-10",26
"3555","2015-10-11",16
"3556","2015-10-12",11
"3557","2015-10-13",11
"3558","2015-10-14",9
"3559","2015-10-15",19
"3560","2015-10-16",16
"3561","2015-10-17",12
"3562","2015-10-18",10
"3563","2015-10-19",13
"3564","2015-10-20",10
"3565","2015-10-21",15
"3566","2015-10-22",16
"3567","2015-10-23",20
"3568","2015-10-24",15
"3569","2015-10-25",12
"3570","2015-10-26",6
"3571","2015-10-27",5
"3572","2015-10-28",3
"3573","2015-10-29",12
"3574","2015-10-30",9
"3575","2015-10-31",13
"3576","2015-11-01",25
"3577","2015-11-02",15
"3578","2015-11-03",18
"3579","2015-11-04",20
"3580","2015-11-05",8
"3581","2015-11-06",8
"3582","2015-11-07",123
"3583","2015-11-08",15
"3584","2015-11-09",14
"3585","2015-11-10",8
"3586","2015-11-11",13
"3587","2015-11-12",5
"3588","2015-11-13",13
"3589","2015-11-14",15
"3590","2015-11-15",11
"3591","2015-11-16",13
"3592","2015-11-17",12
"3593","2015-11-18",6
"3594","2015-11-19",12
"3595","2015-11-20",15
"3596","2015-11-21",16
"3597","2015-11-22",20
"3598","2015-11-23",15
"3599","2015-11-24",9
"3600","2015-11-25",11
"3601","2015-11-26",15
"3602","2015-11-27",4
"3603","2015-11-28",9
"3604","2015-11-29",2
"3605","2015-11-30",1
"3606","2015-12-01",5
"3607","2015-12-02",3
"3608","2015-12-03",9
"3609","2015-12-04",15
"3610","2015-12-05",7
"3611","2015-12-06",6
"3612","2015-12-07",5
"3613","2015-12-08",4
"3614","2015-12-09",3
"3615","2015-12-10",12
"3616","2015-12-11",7
"3617","2015-12-12",9
"3618","2015-12-13",5
"3619","2015-12-14",13
"3620","2015-12-15",15
"3621","2015-12-16",5
"3622","2015-12-17",8
"3623","2015-12-18",4
"3624","2015-12-19",7
"3625","2015-12-20",10
"3626","2015-12-21",7
"3627","2015-12-22",15
"3628","2015-12-23",7
"3629","2015-12-24",15
"3630","2015-12-25",9
"3631","2015-12-26",6
"3632","2015-12-27",3
"3633","2015-12-28",3
"3634","2015-12-29",6
"3635","2015-12-30",6
"3636","2015-12-31",21
"3637",NA,0
"3638",NA,0
"3639",NA,0
"3640",NA,0
"3641",NA,0
"3642",NA,0
"3643",NA,0
"3644",NA,0
"3645",NA,0
"3646",NA,0
"3647",NA,0
"3648",NA,0
"3649",NA,0
"3650",NA,0
"3651",NA,0
"3652",NA,0
"3653",NA,0
"3654",NA,0
"3655",NA,0
"3656",NA,0
"3657",NA,0
"3658",NA,0
"3659",NA,0
"3660",NA,0
"3661",NA,0
"3662",NA,0
"3663",NA,0
"3664",NA,0
"3665",NA,0
"3666",NA,0
"3667",NA,0
"3668",NA,0
"3669",NA,0
"3670",NA,0
"3671",NA,0
"3672",NA,0
"3673",NA,0
"3674",NA,0
"3675",NA,0
"3676",NA,0
"3677",NA,0
"3678",NA,0
"3679",NA,0
"3680",NA,0
"3681",NA,0
"3682",NA,0
"3683",NA,0
"3684",NA,0
"3685",NA,0
"3686",NA,0
"3687",NA,0
"3688",NA,0
"3689",NA,0
"3690",NA,0
"3691",NA,0
"3692",NA,0
"3693",NA,0
"3694",NA,0
"3695",NA,0
"3696",NA,0
"3697",NA,0
"3698",NA,0
"3699",NA,0
"3700",NA,0
"3701",NA,0
"3702",NA,0
"3703",NA,0
"3704",NA,0
"3705",NA,0
"3706",NA,0
"3707",NA,0
"3708",NA,0
"3709",NA,0
"3710",NA,0
"3711",NA,0
"3712",NA,0
"3713",NA,0
"3714",NA,0
"3715",NA,0
"3716",NA,0
"3717",NA,0
"3718",NA,0
"3719",NA,0
"3720",NA,0
"3721",NA,0
"3722",NA,0
"3723",NA,0
"3724",NA,0
"3725",NA,0
"3726",NA,0
"3727",NA,0
"3728",NA,0
"3729",NA,0
"3730",NA,0
"3731",NA,0
"3732",NA,0
"3733",NA,0
"3734",NA,0
"3735",NA,0
"3736",NA,0
"3737",NA,0
"3738",NA,0
"3739",NA,0
"3740",NA,0
"3741",NA,0
"3742",NA,0
"3743",NA,0
"3744",NA,0
"3745",NA,0
"3746",NA,0
"3747",NA,0
"3748",NA,0
"3749",NA,0
"3750",NA,0
"3751",NA,0
"3752",NA,0
"3753",NA,0
"3754",NA,0
"3755",NA,0
"3756",NA,0
"3757",NA,0
"3758",NA,0
"3759",NA,0
"3760",NA,0
"3761",NA,0
"3762",NA,0
"3763",NA,0
"3764",NA,0
"3765",NA,0
"3766",NA,0
"3767",NA,0
"3768",NA,0
"3769",NA,0
"3770",NA,0
"3771",NA,0
"3772",NA,0
"3773",NA,0
"3774",NA,0
"3775",NA,0
"3776",NA,0
"3777",NA,0
"3778",NA,0
"3779",NA,0
"3780",NA,0
"3781",NA,0
"3782",NA,0
"3783",NA,0
"3784",NA,0
"3785",NA,0
"3786",NA,0
"3787",NA,0
"3788",NA,0
"3789",NA,0
"3790",NA,0
"3791",NA,0
"3792",NA,0
"3793",NA,0
"3794",NA,0
"3795",NA,0
"3796",NA,0
"3797",NA,0
"3798",NA,0
"3799",NA,0
"3800",NA,0
"3801",NA,0
"3802",NA,0
"3803",NA,0
"3804",NA,0
"3805",NA,0
"3806",NA,0
"3807",NA,0
"3808",NA,0
"3809",NA,0
"3810",NA,0
"3811",NA,0
"3812",NA,0
"3813",NA,0
"3814",NA,0
"3815",NA,0
"3816",NA,0
"3817",NA,0
"3818",NA,0
"3819",NA,0
"3820",NA,0
"3821",NA,0
"3822",NA,0
"3823",NA,0
"3824",NA,0
"3825",NA,0
"3826",NA,0
"3827",NA,0
"3828",NA,0
"3829",NA,0
"3830",NA,0
"3831",NA,0
"3832",NA,0
"3833",NA,0
"3834",NA,0
"3835",NA,0
"3836",NA,0
"3837",NA,0
"3838",NA,0
"3839",NA,0
"3840",NA,0
"3841",NA,0
"3842",NA,0
"3843",NA,0
"3844",NA,0
"3845",NA,0
"3846",NA,0
"3847",NA,0
"3848",NA,0
"3849",NA,0
"3850",NA,0
"3851",NA,0
"3852",NA,0
"3853",NA,0
"3854",NA,0
"3855",NA,0
"3856",NA,0
"3857",NA,0
"3858",NA,0
"3859",NA,0
"3860",NA,0
"3861",NA,0
"3862",NA,0
"3863",NA,0
"3864",NA,0
"3865",NA,0
"3866",NA,0
"3867",NA,0
"3868",NA,0
"3869",NA,0
"3870",NA,0
"3871",NA,0
"3872",NA,0
"3873",NA,0
"3874",NA,0
"3875",NA,0
"3876",NA,0
"3877",NA,0
"3878",NA,0
"3879",NA,0
"3880",NA,0
"3881",NA,0
"3882",NA,0
"3883",NA,0
"3884",NA,0
"3885",NA,0
"3886",NA,0
"3887",NA,0
"3888",NA,0
"3889",NA,0
"3890",NA,0
"3891",NA,0
"3892",NA,0
"3893",NA,0
"3894",NA,0
"3895",NA,0
"3896",NA,0
"3897",NA,0
"3898",NA,0
"3899",NA,0
"3900",NA,0
"3901",NA,0
"3902",NA,0
"3903",NA,0
"3904",NA,0
"3905",NA,0
"3906",NA,0
"3907",NA,0
"3908",NA,0
"3909",NA,0
"3910",NA,0
"3911",NA,0
"3912",NA,0
"3913",NA,0
"3914",NA,0
"3915",NA,0
"3916",NA,0
"3917",NA,0
"3918",NA,0
"3919",NA,0
"3920",NA,0
"3921",NA,0
"3922",NA,0
"3923",NA,0
"3924",NA,0
"3925",NA,0
"3926",NA,0
"3927",NA,0
"3928",NA,0
"3929",NA,0
"3930",NA,0
"3931",NA,0
"3932",NA,0
"3933",NA,0
"3934",NA,0
"3935",NA,0
"3936",NA,0
"3937",NA,0
"3938",NA,0
"3939",NA,0
"3940",NA,0
"3941",NA,0
"3942",NA,0
"3943",NA,0
"3944",NA,0
"3945",NA,0
"3946",NA,0
"3947",NA,0
"3948",NA,0
"3949",NA,0
"3950",NA,0
"3951",NA,0
"3952",NA,0
"3953",NA,0
"3954",NA,0
"3955",NA,0
"3956",NA,0
"3957",NA,0
"3958",NA,0
"3959",NA,0
"3960",NA,0
"3961",NA,0
"3962",NA,0
"3963",NA,0
"3964",NA,0
"3965",NA,0
"3966",NA,0
"3967",NA,0
"3968",NA,0
"3969",NA,0
"3970",NA,0
"3971",NA,0
"3972",NA,0
"3973",NA,0
"3974",NA,0
"3975",NA,0
"3976",NA,0
"3977",NA,0
"3978",NA,0
"3979",NA,0
"3980",NA,0
"3981",NA,0
"3982",NA,0
"3983",NA,0
"3984",NA,0
"3985",NA,0
"3986",NA,0
"3987",NA,0
"3988",NA,0
"3989",NA,0
"3990",NA,0
"3991",NA,0
"3992",NA,0
"3993",NA,0
"3994",NA,0
"3995",NA,0
"3996",NA,0
"3997",NA,0
"3998",NA,0
"3999",NA,0
"4000",NA,0
"4001",NA,0
"4002",NA,0
"4003",NA,0
"4004",NA,0
"4005",NA,0
"4006",NA,0
"4007",NA,0
"4008",NA,0
"4009",NA,0
"4010",NA,0
"4011",NA,0
"4012",NA,0
"4013",NA,0
"4014",NA,0
"4015",NA,0
"4016",NA,0
"4017",NA,0
"4018",NA,0
"4019",NA,0
"4020",NA,0
"4021",NA,0
"4022",NA,0
"4023",NA,0
"4024",NA,0
"4025",NA,0
"4026",NA,0
"4027",NA,0
"4028",NA,0
"4029",NA,0
"4030",NA,0
"4031",NA,0
"4032",NA,0
"4033",NA,0
"4034",NA,0
"4035",NA,0
"4036",NA,0
"4037",NA,0
"4038",NA,0
"4039",NA,0
"4040",NA,0
"4041",NA,0
"4042",NA,0
"4043",NA,0
"4044",NA,0
"4045",NA,0
"4046",NA,0
"4047",NA,0
"4048",NA,0
"4049",NA,0
"4050",NA,0
"4051",NA,0
"4052",NA,0
"4053",NA,0
"4054",NA,0
"4055",NA,0
"4056",NA,0
"4057",NA,0
"4058",NA,0
"4059",NA,0
"4060",NA,0
"4061",NA,0
"4062",NA,0
"4063",NA,0
"4064",NA,0
"4065",NA,0
"4066",NA,0
"4067",NA,0
"4068",NA,0
"4069",NA,0
"4070",NA,0
"4071",NA,0
"4072",NA,0
"4073",NA,0
"4074",NA,0
"4075",NA,0
"4076",NA,0
"4077",NA,0
"4078",NA,0
"4079",NA,0
"4080",NA,0
"4081",NA,0
"4082",NA,0
"4083",NA,0
"4084",NA,0
"4085",NA,0
"4086",NA,0
"4087",NA,0
"4088",NA,0
"4089",NA,0
"4090",NA,0
"4091",NA,0
"4092",NA,0
"4093",NA,0
"4094",NA,0
"4095",NA,0
"4096",NA,0
"4097",NA,0
"4098",NA,0
"4099",NA,0
"4100",NA,0
"4101",NA,0
"4102",NA,0
"4103",NA,0
"4104",NA,0
"4105",NA,0
"4106",NA,0
"4107",NA,0
"4108",NA,0
"4109",NA,0
"4110",NA,0
"4111",NA,0
"4112",NA,0
"4113",NA,0
"4114",NA,0
"4115",NA,0
"4116",NA,0
"4117",NA,0
"4118",NA,0
"4119",NA,0
"4120",NA,0
"4121",NA,0
"4122",NA,0
"4123",NA,0
"4124",NA,0
"4125",NA,0
"4126",NA,0
"4127",NA,0
"4128",NA,0
"4129",NA,0
"4130",NA,0
"4131",NA,0
"4132",NA,0
"4133",NA,0
"4134",NA,0
"4135",NA,0
"4136",NA,0
"4137",NA,0
"4138",NA,0
"4139",NA,0
"4140",NA,0
"4141",NA,0
"4142",NA,0
"4143",NA,0
"4144",NA,0
"4145",NA,0
"4146",NA,0
"4147",NA,0
"4148",NA,0
"4149",NA,0
"4150",NA,0
"4151",NA,0
"4152",NA,0
"4153",NA,0
"4154",NA,0
"4155",NA,0
"4156",NA,0
"4157",NA,0
"4158",NA,0
"4159",NA,0
"4160",NA,0
"4161",NA,0
"4162",NA,0
"4163",NA,0
"4164",NA,0
"4165",NA,0
"4166",NA,0
"4167",NA,0
"4168",NA,0
"4169",NA,0
"4170",NA,0
"4171",NA,0
"4172",NA,0
"4173",NA,0
"4174",NA,0
"4175",NA,0
"4176",NA,0
"4177",NA,0
"4178",NA,0
"4179",NA,0
"4180",NA,0
"4181",NA,0
"4182",NA,0
"4183",NA,0
"4184",NA,0
"4185",NA,0
"4186",NA,0
"4187",NA,0
"4188",NA,0
"4189",NA,0
"4190",NA,0
"4191",NA,0
"4192",NA,0
"4193",NA,0
"4194",NA,0
"4195",NA,0
"4196",NA,0
"4197",NA,0
"4198",NA,0
"4199",NA,0
"4200",NA,0
"4201",NA,0
"4202",NA,0
"4203",NA,0
"4204",NA,0
"4205",NA,0
"4206",NA,0
"4207",NA,0
"4208",NA,0
"4209",NA,0
"4210",NA,0
"4211",NA,0
"4212",NA,0
"4213",NA,0
"4214",NA,0
"4215",NA,0
"4216",NA,0
"4217",NA,0
"4218",NA,0
"4219",NA,0
"4220",NA,0
"4221",NA,0
"4222",NA,0
"4223",NA,0
"4224",NA,0
"4225",NA,0
"4226",NA,0
"4227",NA,0
"4228",NA,0
"4229",NA,0
"4230",NA,0
"4231",NA,0
"4232",NA,0
"4233",NA,0
"4234",NA,0
"4235",NA,0
"4236",NA,0
"4237",NA,0
"4238",NA,0
"4239",NA,0
"4240",NA,0
"4241",NA,0
"4242",NA,0
"4243",NA,0
"4244",NA,0
"4245",NA,0
"4246",NA,0
"4247",NA,0
"4248",NA,0
"4249",NA,0
"4250",NA,0
"4251",NA,0
"4252",NA,0
"4253",NA,0
"4254",NA,0
"4255",NA,0
"4256",NA,0
"4257",NA,0
"4258",NA,0
"4259",NA,0
"4260",NA,0
"4261",NA,0
"4262",NA,0
"4263",NA,0
"4264",NA,0
"4265",NA,0
"4266",NA,0
"4267",NA,0
"4268",NA,0
"4269",NA,0
"4270",NA,0
"4271",NA,0
"4272",NA,0
"4273",NA,0
"4274",NA,0
"4275",NA,0
"4276",NA,0
"4277",NA,0
"4278",NA,0
"4279",NA,0
"4280",NA,0
"4281",NA,0
"4282",NA,0
"4283",NA,0
"4284",NA,0
"4285",NA,0
"4286",NA,0
"4287",NA,0
"4288",NA,0
"4289",NA,0
"4290",NA,0
"4291",NA,0
"4292",NA,0
"4293",NA,0
"4294",NA,0
"4295",NA,0
"4296",NA,0
"4297",NA,0
"4298",NA,0
"4299",NA,0
"4300",NA,0
"4301",NA,0
"4302",NA,0
"4303",NA,0
"4304",NA,0
"4305",NA,0
"4306",NA,0
"4307",NA,0
"4308",NA,0
"4309",NA,0
"4310",NA,0
"4311",NA,0
"4312",NA,0
"4313",NA,0
"4314",NA,0
"4315",NA,0
"4316",NA,0
"4317",NA,0
"4318",NA,0
"4319",NA,0
"4320",NA,0
"4321",NA,0
"4322",NA,0
"4323",NA,0
"4324",NA,0
"4325",NA,0
"4326",NA,0
"4327",NA,0
"4328",NA,0
"4329",NA,0
"4330",NA,0
"4331",NA,0
"4332",NA,0
"4333",NA,0
"4334",NA,0
"4335",NA,0
"4336",NA,0
"4337",NA,0
"4338",NA,0
"4339",NA,0
"4340",NA,0
"4341",NA,0
"4342",NA,0
"4343",NA,0
"4344",NA,0
"4345",NA,0
"4346",NA,0
"4347",NA,0
"4348",NA,0
"4349",NA,0
"4350",NA,0
"4351",NA,0
"4352",NA,0
"4353",NA,0
"4354",NA,0
"4355",NA,0
"4356",NA,0
"4357",NA,0
"4358",NA,0
"4359",NA,0
"4360",NA,0
"4361",NA,0
"4362",NA,0
"4363",NA,0
"4364",NA,0
"4365",NA,0
"4366",NA,0
"4367",NA,0
"4368",NA,0
"4369",NA,0
"4370",NA,0
"4371",NA,0
"4372",NA,0
"4373",NA,0
"4374",NA,0
"4375",NA,0
"4376",NA,0
"4377",NA,0
"4378",NA,0
"4379",NA,0
"4380",NA,0
"4381",NA,0
"4382",NA,0
"4383",NA,0
"4384",NA,0
"4385",NA,0
"4386",NA,0
"4387",NA,0
"4388",NA,0
"4389",NA,0
"4390",NA,0
"4391",NA,0
"4392",NA,0
"4393",NA,0
"4394",NA,0
"4395",NA,0
"4396",NA,0
"4397",NA,0
"4398",NA,0
"4399",NA,0
"4400",NA,0
"4401",NA,0
"4402",NA,0
"4403",NA,0
"4404",NA,0
"4405",NA,0
"4406",NA,0
"4407",NA,0
"4408",NA,0
"4409",NA,0
"4410",NA,0
"4411",NA,0
"4412",NA,0
"4413",NA,0
"4414",NA,0
"4415",NA,0
"4416",NA,0
"4417",NA,0
"4418",NA,0
"4419",NA,0
"4420",NA,0
"4421",NA,0
"4422",NA,0
"4423",NA,0
"4424",NA,0
"4425",NA,0
"4426",NA,0
"4427",NA,0
"4428",NA,0
"4429",NA,0
"4430",NA,0
"4431",NA,0
"4432",NA,0
"4433",NA,0
"4434",NA,0
"4435",NA,0
"4436",NA,0
"4437",NA,0
"4438",NA,0
"4439",NA,0
"4440",NA,0
"4441",NA,0
"4442",NA,0
"4443",NA,0
"4444",NA,0
"4445",NA,0
"4446",NA,0
"4447",NA,0
"4448",NA,0
"4449",NA,0
"4450",NA,0
"4451",NA,0
"4452",NA,0
"4453",NA,0
"4454",NA,0
"4455",NA,0
"4456",NA,0
"4457",NA,0
"4458",NA,0
"4459",NA,0
"4460",NA,0
"4461",NA,0
"4462",NA,0
"4463",NA,0
"4464",NA,0
"4465",NA,0
"4466",NA,0
"4467",NA,0
"4468",NA,0
"4469",NA,0
"4470",NA,0
"4471",NA,0
"4472",NA,0
"4473",NA,0
"4474",NA,0
"4475",NA,0
"4476",NA,0
"4477",NA,0
"4478",NA,0
"4479",NA,0
"4480",NA,0
"4481",NA,0
"4482",NA,0
"4483",NA,0
"4484",NA,0
"4485",NA,0
"4486",NA,0
"4487",NA,0
"4488",NA,0
"4489",NA,0
"4490",NA,0
"4491",NA,0
"4492",NA,0
"4493",NA,0
"4494",NA,0
"4495",NA,0
"4496",NA,0
"4497",NA,0
"4498",NA,0
"4499",NA,0
"4500",NA,0
"4501",NA,0
"4502",NA,0
"4503",NA,0
"4504",NA,0
"4505",NA,0
"4506",NA,0
"4507",NA,0
"4508",NA,0
"4509",NA,0
"4510",NA,0
"4511",NA,0
"4512",NA,0
"4513",NA,0
"4514",NA,0
"4515",NA,0
"4516",NA,0
"4517",NA,0
"4518",NA,0
"4519",NA,0
"4520",NA,0
"4521",NA,0
"4522",NA,0
"4523",NA,0
"4524",NA,0
"4525",NA,0
"4526",NA,0
"4527",NA,0
"4528",NA,0
"4529",NA,0
"4530",NA,0
"4531",NA,0
"4532",NA,0
"4533",NA,0
"4534",NA,0
"4535",NA,0
"4536",NA,0
"4537",NA,0
"4538",NA,0
"4539",NA,0
"4540",NA,0
"4541",NA,0
"4542",NA,0
"4543",NA,0
"4544",NA,0
"4545",NA,0
"4546",NA,0
"4547",NA,0
"4548",NA,0
"4549",NA,0
"4550",NA,0
"4551",NA,0
"4552",NA,0
"4553",NA,0
"4554",NA,0
"4555",NA,0
"4556",NA,0
"4557",NA,0
"4558",NA,0
"4559",NA,0
"4560",NA,0
"4561",NA,0
"4562",NA,0
"4563",NA,0
"4564",NA,0
"4565",NA,0
"4566",NA,0
"4567",NA,0
"4568",NA,0
"4569",NA,0
"4570",NA,0
"4571",NA,0
"4572",NA,0
"4573",NA,0
"4574",NA,0
"4575",NA,0
"4576",NA,0
"4577",NA,0
"4578",NA,0
"4579",NA,0
"4580",NA,0
"4581",NA,0
"4582",NA,0
"4583",NA,0
"4584",NA,0
"4585",NA,0
"4586",NA,0
"4587",NA,0
"4588",NA,0
"4589",NA,0
"4590",NA,0
"4591",NA,0
"4592",NA,0
"4593",NA,0
"4594",NA,0
"4595",NA,0
"4596",NA,0
"4597",NA,0
"4598",NA,0
"4599",NA,0
"4600",NA,0
"4601",NA,0
"4602",NA,0
"4603",NA,0
"4604",NA,0
"4605",NA,0
"4606",NA,0
"4607",NA,0
"4608",NA,0
"4609",NA,0
"4610",NA,0
"4611",NA,0
"4612",NA,0
"4613",NA,0
"4614",NA,0
"4615",NA,0
"4616",NA,0
"4617",NA,0
"4618",NA,0
"4619",NA,0
"4620",NA,0
"4621",NA,0
"4622",NA,0
"4623",NA,0
"4624",NA,0
"4625",NA,0
"4626",NA,0
"4627",NA,0
"4628",NA,0
"4629",NA,0
"4630",NA,0
"4631",NA,0
"4632",NA,0
"4633",NA,0
"4634",NA,0
"4635",NA,0
"4636",NA,0
"4637",NA,0
"4638",NA,0
"4639",NA,0
"4640",NA,0
"4641",NA,0
"4642",NA,0
"4643",NA,0
"4644",NA,0
"4645",NA,0
"4646",NA,0
"4647",NA,0
"4648",NA,0
"4649",NA,0
"4650",NA,0
"4651",NA,0
"4652",NA,0
"4653",NA,0
"4654",NA,0
"4655",NA,0
"4656",NA,0
"4657",NA,0
"4658",NA,0
"4659",NA,0
"4660",NA,0
"4661",NA,0
"4662",NA,0
"4663",NA,0
"4664",NA,0
"4665",NA,0
"4666",NA,0
"4667",NA,0
"4668",NA,0
"4669",NA,0
"4670",NA,0
"4671",NA,0
"4672",NA,0
"4673",NA,0
"4674",NA,0
"4675",NA,0
"4676",NA,0
"4677",NA,0
"4678",NA,0
"4679",NA,0
"4680",NA,0
"4681",NA,0
"4682",NA,0
"4683",NA,0
"4684",NA,0
"4685",NA,0
"4686",NA,0
"4687",NA,0
"4688",NA,0
"4689",NA,0
"4690",NA,0
"4691",NA,0
"4692",NA,0
"4693",NA,0
"4694",NA,0
"4695",NA,0
"4696",NA,0
"4697",NA,0
"4698",NA,0
"4699",NA,0
"4700",NA,0
"4701",NA,0
"4702",NA,0
"4703",NA,0
"4704",NA,0
"4705",NA,0
"4706",NA,0
"4707",NA,0
"4708",NA,0
"4709",NA,0
"4710",NA,0
